"benchmark","benchmark id","expected","asterix","sleek","slsat","spen"
"sll0a_sat/spaguetti-19-e01.tptp.smt2","945889","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-20-e04.tptp.smt2","945805","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-10-e08.tptp.smt2","945883","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-10-e02.tptp.smt2","945818","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-13-e05.tptp.smt2","945817","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-15-e02.tptp.smt2","945867","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-16-e01.tptp.smt2","945829","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-18-e07.tptp.smt2","945845","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-14-e02.tptp.smt2","945823","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-18-e06.tptp.smt2","945875","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-12-e02.tptp.smt2","945846","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-18-e09.tptp.smt2","945891","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-19-e09.tptp.smt2","945895","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-17-e02.tptp.smt2","945838","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-17-e09.tptp.smt2","945819","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-16-e09.tptp.smt2","945831","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-14-e01.tptp.smt2","945905","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-11-e04.tptp.smt2","945857","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-18-e10.tptp.smt2","945890","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-10-e06.tptp.smt2","945854","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-15-e07.tptp.smt2","945898","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-15-e04.tptp.smt2","945814","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-15-e05.tptp.smt2","945842","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-10-e05.tptp.smt2","945801","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-12-e01.tptp.smt2","945878","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-20-e01.tptp.smt2","945808","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-11-e02.tptp.smt2","945806","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-17-e01.tptp.smt2","945820","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-13-e09.tptp.smt2","945836","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-17-e10.tptp.smt2","945863","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-18-e02.tptp.smt2","945865","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-14-e04.tptp.smt2","945858","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-11-e03.tptp.smt2","945900","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-10-e09.tptp.smt2","945822","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-18-e04.tptp.smt2","945884","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-20-e02.tptp.smt2","945866","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-19-e08.tptp.smt2","945809","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-19-e03.tptp.smt2","945879","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-18-e01.tptp.smt2","945843","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-13-e06.tptp.smt2","945888","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-14-e07.tptp.smt2","945847","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-15-e09.tptp.smt2","945821","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-13-e04.tptp.smt2","945873","unsat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-20-e09.tptp.smt2","945870","sat","complete","complete","complete","complete"
"sll0a_sat/spaguetti-13-e08.tptp.smt2","945824","sat","complete","complete","complete","complete"
